[2026-03-03 02:55:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:57:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:57:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:57:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:58:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:59:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:59:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:59:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:59:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:59:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:59:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:59:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:59:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 06:59:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:00:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:00:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:00:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:00:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:00:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:00:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:00:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:00:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:00:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:01:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:01:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:01:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:01:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:01:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:01:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:01:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:01:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:01:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:02:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:02:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:02:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:02:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:02:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:02:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:02:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:02:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:02:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:03:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:03:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:03:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:03:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:03:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:03:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:03:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:03:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:03:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:04:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:04:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:04:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:04:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:04:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:04:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:04:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:04:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:04:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:05:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:05:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:05:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:05:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:05:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:05:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:05:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:05:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:05:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:06:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:06:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:06:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:06:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:06:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:06:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:06:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:06:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:06:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:07:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:07:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:07:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:07:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:07:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:07:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:07:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:07:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:07:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:08:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:08:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:08:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:08:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:08:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:08:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:08:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:08:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:08:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:09:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:09:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:09:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:09:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:09:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:09:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:09:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:09:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:09:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:10:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:10:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:10:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:10:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:10:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:10:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:10:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:10:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:10:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:11:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:11:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:11:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:11:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:11:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:11:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:11:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:11:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:11:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:12:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:12:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:12:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:12:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:12:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:12:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:12:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:12:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:12:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:13:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:13:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:13:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:13:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:13:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:13:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:13:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:13:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:13:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:14:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:15:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:15:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:15:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:15:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:15:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:15:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:15:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:15:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:15:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:16:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:16:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:16:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:16:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:16:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:16:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:16:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:16:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:16:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:17:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:17:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:17:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:17:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:17:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:17:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:17:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:17:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:17:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:18:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:18:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:18:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:18:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:18:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:18:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:18:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:18:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:18:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:19:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:19:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:19:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:19:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:19:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:19:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:19:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:19:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:19:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:20:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:20:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:20:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:20:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:20:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:20:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:20:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:20:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:20:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:21:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:21:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:21:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:21:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:21:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:21:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:21:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:21:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:21:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:22:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:22:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:22:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:22:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:22:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:22:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:22:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:22:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:22:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:23:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:23:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:23:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:23:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:23:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:23:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:23:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:23:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:23:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:24:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:24:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:24:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:24:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:24:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:24:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:24:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:24:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:24:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:25:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:26:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:26:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:26:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:26:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:26:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:26:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:26:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:26:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:26:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:27:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:27:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:27:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:27:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:27:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:27:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:27:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:27:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:27:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:28:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:28:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:28:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:28:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:28:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:28:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:28:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:28:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:28:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:29:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:29:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:29:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:29:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:29:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:29:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:29:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:29:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:29:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:30:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:30:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:30:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:30:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:30:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:30:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:30:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:30:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:30:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:31:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:31:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:31:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:31:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:31:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:31:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:31:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:31:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:31:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:32:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:33:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:33:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:33:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:33:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:33:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:33:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:33:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:33:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:33:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:34:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:34:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:34:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:34:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:34:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:34:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:34:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:34:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:34:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:35:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:35:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:35:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:35:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:35:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:35:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:35:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:35:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:35:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:36:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:36:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:36:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:36:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:36:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:36:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:36:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:36:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:36:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:37:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:37:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:37:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:37:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:37:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:37:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:37:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:37:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:37:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 07:38:58] Altruists (Green): 19 | Selfish (Red): 17
